countyName,ccsName,nHosp
Merced,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,153
Merced,Diseases of white blood cells,26
Merced,Diverticulosis and diverticulitis,119
Merced,Early or threatened labor,207
Merced,Epilepsy; convulsions,196
Merced,Esophageal disorders,73
Merced,Essential hypertension,43
Merced,Fetal distress and abnormal forces of labor,139
Merced,Fetopelvic disproportion; obstruction,107
Merced,Fluid and electrolyte disorders,222
Merced,Fracture of lower limb,157
Merced,Fracture of neck of femur (hip),175
Merced,Fracture of upper limb,87
Merced,Gangrene,21
Merced,Gastritis and duodenitis,61
Merced,Gastrointestinal hemorrhage,277
Merced,Headache; including migraine,47
Merced,Heart valve disorders,66
Merced,Hemolytic jaundice and perinatal jaundice,79
Merced,Hemorrhage during pregnancy; abruptio placenta; placenta previa,35
Merced,Hemorrhoids,22
Merced,Hepatitis,29
Merced,Hypertension with complications and secondary hypertension,332
Merced,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),92
Merced,Influenza,24
Merced,Intestinal infection,124
Merced,Intestinal obstruction without hernia,182
Merced,Intracranial injury,117
Merced,Late effects of cerebrovascular disease,50
Merced,Leukemias,39
Merced,Maintenance chemotherapy; radiotherapy,61
Merced,Malaise and fatigue,35
Merced,Malposition; malpresentation,98
Merced,Mood disorders,520
Merced,Neoplasms of unspecified nature or uncertain behavior,23
Merced,Non-Hodgkin`s lymphoma,33
Merced,Noninfectious gastroenteritis,105
Merced,Nonspecific chest pain,299
Merced,Occlusion or stenosis of precerebral arteries,41
Merced,Open wounds of extremities,34
Merced,Open wounds of head; neck; and trunk,30
Merced,Osteoarthritis,698
Merced,Other acquired deformities,55
Merced,Other aftercare,57
Merced,Other and unspecified benign neoplasm,79
Merced,Other bone disease and musculoskeletal deformities,29
Merced,Other circulatory disease,29
Merced,Other congenital anomalies,41
Merced,Other connective tissue disease,87
Merced,Other diseases of kidney and ureters,67
Merced,Other disorders of stomach and duodenum,24
Merced,Other endocrine disorders,31
Merced,Other female genital disorders,36
Merced,Other fractures,147
Merced,Other gastrointestinal disorders,129
Merced,Other injuries and conditions due to external causes,45
Merced,Other liver diseases,99
Merced,Other lower respiratory disease,40
Merced,Other nervous system disorders,176
Merced,Other nutritional; endocrine; and metabolic disorders,260
Merced,Other perinatal conditions,165
Merced,Other pregnancy and delivery including normal,295
Merced,Other upper respiratory disease,38
Merced,Other upper respiratory infections,47
Merced,Ovarian cyst,23
Merced,Pancreatic disorders (not diabetes),197
Merced,Pathological fracture,29
Merced,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),35
Merced,Peripheral and visceral atherosclerosis,75
Merced,Phlebitis; thrombophlebitis and thromboembolism,107
Merced,Pleurisy; pneumothorax; pulmonary collapse,71
Merced,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),716
Merced,Poisoning by other medications and drugs,66
Merced,Prolapse of female genital organs,27
Merced,Pulmonary heart disease,109
Merced,Regional enteritis and ulcerative colitis,40
Merced,Residual codes; unclassified,80
Merced,Respiratory distress syndrome,23
Merced,Respiratory failure; insufficiency; arrest (adult),319
Merced,Schizophrenia and other psychotic disorders,317
Merced,Secondary malignancies,98
Merced,Septicemia (except in labor),1969
Merced,Short gestation; low birth weight; and fetal growth retardation,41
Merced,Sickle cell anemia,23
Merced,Skin and subcutaneous tissue infections,344
Merced,Skull and face fractures,60
Merced,Spondylosis; intervertebral disc disorders; other back problems,346
Merced,Substance-related disorders,48
Merced,Suicide and intentional self-inflicted injury,62
Merced,Syncope,76
Merced,Transient cerebral ischemia,140
Merced,Umbilical cord complication,403
Merced,Urinary tract infections,355
Merced,Viral infection,36
Modoc,Chronic obstructive pulmonary disease and bronchiectasis,24
Modoc,Osteoarthritis,27
Modoc,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),33
Modoc,Septicemia (except in labor),21
Mono,Fracture of lower limb,25
Mono,Osteoarthritis,55
Monterey,Abdominal hernia,217
Monterey,Abdominal pain,95
Monterey,Acute and unspecified renal failure,395
Monterey,Acute bronchitis,230
Monterey,Acute cerebrovascular disease,614
Monterey,Acute myocardial infarction,413
Monterey,Acute posthemorrhagic anemia,22
Monterey,Adjustment disorders,79
Monterey,Alcohol-related disorders,502
Monterey,Allergic reactions,29
Monterey,Anal and rectal conditions,63
Monterey,Anxiety disorders,36
Monterey,Aortic and peripheral arterial embolism or thrombosis,22
Monterey,Aortic; peripheral; and visceral artery aneurysms,47
Monterey,Appendicitis and other appendiceal conditions,462
Monterey,Aspiration pneumonitis; food/vomitus,220
Monterey,Asthma,173
Monterey,Benign neoplasm of uterus,149
Monterey,Biliary tract disease,721
Monterey,Burns,24
Monterey,Calculus of urinary tract,42
Monterey,Cancer of bladder,25
Monterey,Cancer of brain and nervous system,33
Monterey,Cancer of breast,52
Monterey,Cancer of bronchus; lung,111
Monterey,Cancer of cervix,22
Monterey,Cancer of colon,80
Monterey,Cancer of head and neck,25
Monterey,Cancer of kidney and renal pelvis,27
Monterey,Cancer of liver and intrahepatic bile duct,21
Monterey,Cancer of other GI organs; peritoneum,25
Monterey,Cancer of ovary,23
Monterey,Cancer of pancreas,45
Monterey,Cancer of prostate,38
Monterey,Cancer of rectum and anus,45
Monterey,Cancer of stomach,44
Monterey,Cancer of thyroid,26
Monterey,Cancer of uterus,27
Monterey,Cardiac and circulatory congenital anomalies,74
Monterey,Cardiac arrest and ventricular fibrillation,21
Monterey,Cardiac dysrhythmias,608
Monterey,Chronic kidney disease,50
Monterey,Chronic obstructive pulmonary disease and bronchiectasis,393
Monterey,Chronic ulcer of skin,32
Monterey,Coagulation and hemorrhagic disorders,40
Monterey,Complication of device; implant or graft,545
Monterey,Complications of surgical procedures or medical care,426
Monterey,Conditions associated with dizziness or vertigo,37
Monterey,Conduction disorders,76
Monterey,Congestive heart failure; nonhypertensive,587
Monterey,Coronary atherosclerosis and other heart disease,262
Monterey,Crushing injury or internal injury,101
Monterey,Deficiency and other anemia,146
Monterey,"Delirium, dementia, and amnestic and other cognitive disorders",51
Monterey,Diabetes mellitus with complications,548
Monterey,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,330
Monterey,Digestive congenital anomalies,29
Monterey,Diseases of mouth; excluding dental,29
Monterey,Diseases of white blood cells,42
Monterey,Disorders of teeth and jaw,34
Monterey,Diverticulosis and diverticulitis,252
Monterey,Early or threatened labor,222
Monterey,Epilepsy; convulsions,264
Monterey,Esophageal disorders,103
Monterey,Essential hypertension,42
Monterey,Fetal distress and abnormal forces of labor,279
Monterey,Fetopelvic disproportion; obstruction,129
Monterey,Fever of unknown origin,45
Monterey,Fluid and electrolyte disorders,352
Monterey,Fracture of lower limb,235
Monterey,Fracture of neck of femur (hip),334
Monterey,Fracture of upper limb,128
Monterey,Gangrene,24
Monterey,Gastritis and duodenitis,63
Monterey,Gastroduodenal ulcer (except hemorrhage),51
Monterey,Gastrointestinal hemorrhage,367
Monterey,Genitourinary symptoms and ill-defined conditions,33
Monterey,Headache; including migraine,79
Monterey,Heart valve disorders,138
Monterey,Hemolytic jaundice and perinatal jaundice,118
Monterey,Hemorrhage during pregnancy; abruptio placenta; placenta previa,69
Monterey,Hemorrhoids,23
Monterey,Hepatitis,34
Monterey,Hyperplasia of prostate,21
Monterey,Hypertension with complications and secondary hypertension,248
Monterey,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),83
Monterey,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease),21
Monterey,Inflammatory conditions of male genital organs,29
Monterey,Inflammatory diseases of female pelvic organs,26
Monterey,Influenza,101
Monterey,Intestinal infection,227
Monterey,Intestinal obstruction without hernia,347
Monterey,Intracranial injury,330
Monterey,Late effects of cerebrovascular disease,230
Monterey,Leukemias,48
Monterey,Maintenance chemotherapy; radiotherapy,190
Monterey,Malaise and fatigue,36
Monterey,Malposition; malpresentation,255
Monterey,Meningitis (except that caused by tuberculosis or sexually transmitted disease),35
Monterey,Menstrual disorders,32
Monterey,Miscellaneous mental health disorders,29
Monterey,Mood disorders,1053
Monterey,Multiple myeloma,35
Monterey,Mycoses,33
Monterey,Neoplasms of unspecified nature or uncertain behavior,33
Monterey,Non-Hodgkin`s lymphoma,41
Monterey,Noninfectious gastroenteritis,75
Monterey,Nonmalignant breast conditions,23
Monterey,Nonspecific chest pain,173
Monterey,Occlusion or stenosis of precerebral arteries,66
Monterey,Open wounds of extremities,32
Monterey,Open wounds of head; neck; and trunk,55
Monterey,Osteoarthritis,904
Monterey,Other acquired deformities,153
Monterey,Other aftercare,183
Monterey,Other and unspecified benign neoplasm,126
Monterey,Other bone disease and musculoskeletal deformities,25
Monterey,Other circulatory disease,60
Monterey,Other congenital anomalies,57
Monterey,Other connective tissue disease,122
Monterey,Other diseases of kidney and ureters,93
Monterey,Other disorders of stomach and duodenum,44
Monterey,Other endocrine disorders,51
Monterey,Other female genital disorders,69
Monterey,Other fractures,255
Monterey,Other gastrointestinal disorders,178
Monterey,Other hereditary and degenerative nervous system conditions,21
Monterey,Other injuries and conditions due to external causes,104
Monterey,Other liver diseases,157
Monterey,Other lower respiratory disease,103
Monterey,Other nervous system disorders,282
Monterey,Other non-traumatic joint disorders,33
Monterey,Other nutritional; endocrine; and metabolic disorders,276
Monterey,Other perinatal conditions,102
Monterey,Other pregnancy and delivery including normal,167
Monterey,Other upper respiratory disease,28
Monterey,Other upper respiratory infections,72
Monterey,Ovarian cyst,22
Monterey,Pancreatic disorders (not diabetes),345
Monterey,Paralysis,24
Monterey,Pathological fracture,48
Monterey,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),62
Monterey,Peripheral and visceral atherosclerosis,79
Monterey,Peritonitis and intestinal abscess,25
Monterey,Phlebitis; thrombophlebitis and thromboembolism,74
Monterey,Pleurisy; pneumothorax; pulmonary collapse,88
Monterey,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),687
Monterey,Poisoning by other medications and drugs,72
Monterey,Poisoning by psychotropic agents,32
Monterey,Prolapse of female genital organs,30
Monterey,Pulmonary heart disease,132
Monterey,Regional enteritis and ulcerative colitis,64
Monterey,Residual codes; unclassified,88
Monterey,Respiratory failure; insufficiency; arrest (adult),216
Monterey,Schizophrenia and other psychotic disorders,459
Monterey,Secondary malignancies,217
Monterey,Septicemia (except in labor),1705
Monterey,Short gestation; low birth weight; and fetal growth retardation,25
Monterey,Skin and subcutaneous tissue infections,600
Monterey,Skull and face fractures,82
Monterey,Spondylosis; intervertebral disc disorders; other back problems,506
Monterey,Substance-related disorders,134
Monterey,Suicide and intentional self-inflicted injury,76
Monterey,Superficial injury; contusion,39
Monterey,Syncope,84
Monterey,Systemic lupus erythematosus and connective tissue disorders,24
Monterey,Transient cerebral ischemia,144
Monterey,Umbilical cord complication,290
Monterey,Urinary tract infections,469
Monterey,Viral infection,63
Napa,Abdominal hernia,61
Napa,Acute and unspecified renal failure,174
Napa,Acute bronchitis,23
Napa,Acute cerebrovascular disease,260
Napa,Acute myocardial infarction,241
Napa,Alcohol-related disorders,166
Napa,Anal and rectal conditions,21
Napa,Aortic; peripheral; and visceral artery aneurysms,41
Napa,Appendicitis and other appendiceal conditions,94
Napa,Aspiration pneumonitis; food/vomitus,85
Napa,Asthma,31
Napa,Biliary tract disease,144
Napa,Cancer of brain and nervous system,28
Napa,Cancer of bronchus; lung,38
Napa,Cancer of colon,41
Napa,Cancer of kidney and renal pelvis,25
Napa,Cancer of prostate,23
Napa,Cardiac dysrhythmias,253
Napa,Chronic obstructive pulmonary disease and bronchiectasis,119
Napa,Complication of device; implant or graft,291
Napa,Complications of surgical procedures or medical care,185
Napa,Conduction disorders,25
Napa,Congestive heart failure; nonhypertensive,248
Napa,Coronary atherosclerosis and other heart disease,130
Napa,Crushing injury or internal injury,32
Napa,Deficiency and other anemia,38
Napa,"Delirium, dementia, and amnestic and other cognitive disorders",24
Napa,Diabetes mellitus with complications,174
Napa,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,93
Napa,Diseases of white blood cells,21
Napa,Diverticulosis and diverticulitis,89
Napa,Early or threatened labor,45
Napa,Epilepsy; convulsions,73
Napa,Esophageal disorders,51
Napa,Fetal distress and abnormal forces of labor,45
Napa,Fluid and electrolyte disorders,113
Napa,Fracture of lower limb,93
Napa,Fracture of neck of femur (hip),153
Napa,Fracture of upper limb,52
Napa,Gastrointestinal hemorrhage,176
Napa,Headache; including migraine,22
Napa,Heart valve disorders,79
Napa,Hemorrhage during pregnancy; abruptio placenta; placenta previa,21
Napa,Hypertension with complications and secondary hypertension,161
Napa,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),41
Napa,Intestinal infection,69
Napa,Intestinal obstruction without hernia,149
Napa,Intracranial injury,110
Napa,Late effects of cerebrovascular disease,44
Napa,Leukemias,25
Napa,Maintenance chemotherapy; radiotherapy,43
